,msd_id,echo_nest_id,artist,title,year,peak,weeks
639,TRMEHJI128F930DB97,SOJISGR12AB0180793,Captain Hollywood Project,More And More,1992,20,17
643,TRMERFX128F931F755,SOSUDSA12A8C137FCA,R. Kelly,Thoia Thoing,2003,20,13
644,TRMEBVL128F92D3815,SORLTOG12A8C142000,Brian Hyland,Let Me Belong To You,1961,11,20
645,TRMEBYQ128F932FEFF,SOUSZSW12AB01800C2,Britney Spears,Toxic,2003,20,9
647,TRMEBSO128F42B8341,SOGQVBA12A8C140DB8,Jessica Simpson,A Public Affair,2006,12,14
650,TRMEQQR128F92E53FC,SOUABRP12A58A783B7,The Dramatics,Shake It Well,1977,6,76
651,TRMEZPD128F1463BE5,SOZACVW12A6D4F7A62,Tracy Byrd,Watermelon Crawl,1995,5,81
654,TRMEAGQ128F427BD1C,SOTKGXC12A8C1369C9,Bruce Springsteen,I'm Goin' Down,1984,13,9
655,TRMENEY128F4283E5A,SOMSIAU12A8C14090B,Aaliyah,Back & Forth,1994,24,5
657,TRMEORW128F92F5F4B,SOAQCRZ12AB01824EB,Dixie Chicks,Some Days You Gotta Dance,1999,19,55
659,TRMEXMZ128E0791EBA,SOQMVMK12A67021D21,Floetry,Say Yes,2002,20,24
661,TRMEXUW128F9306A55,SOUSMDZ12A8BEEEE97,SWV,Right Here,1992,5,92
662,TRMEYHJ128E079339B,SOQULVK12A6701E7A0,Modjo,Lady (Hear Me Tonight),2000,19,81
663,TRMJIHP128EF342E30,SOODDXY12CF5664FAD,Elton John,Goodbye Yellow Brick Road,1973,17,2
664,TRMJADW128F9322BF3,SOJHVXV12AB0181964,Sheryl Crow,Can't Cry Anymore,1993,18,36
665,TRMJNGK128F92DF7C9,SOTGFOO12A8C146ED5,Matthew Wilder,Break My Stride,1983,29,5
667,TRMJPUN128F92EA3B6,SOHRVJC12AB017F5DF,Thompson Twins,Doctor! Doctor!,1984,16,11
669,TRMJTXU128F9330828,SOYILAD12AB0187985,Kelly Clarkson,Walk Away,2004,29,12
676,TRMJUYI128F146BC4F,SOMEXQX12A6D4F7741,T-Connection,At Midnight,1978,6,56
677,TRMJUGH128F1458099,SOKWBAO12A58A79111,Joshua Kadison,Picture Postcards From L.A.,1993,9,84
678,TRMJLPY12903CD71E7,SOBCOUO12AB017C753,The Tremeloes,Here Comes My Baby,1967,12,13
681,TRMJJFY128F14676A6,SOJUSHW12CF5CFD768,Lifehouse,Hanging By A Moment,2000,54,2
683,TRMJSDV128F932D46C,SOEUSDI12AB0187C5F,Margie Joseph,Stop! In The Name Of Love,1971,3,96
684,TRMJXRZ128EF3570D2,SOGJHZZ12A6D4F4A2A,Gary Allan,Man To Man,2007,20,25
686,TRMSMQF128F9364C5C,SOPYIUW12A81C2206B,John Waite,Missing You,1984,24,1
689,TRMSWHL128F92FA114,SOZCFFJ12AB0181564,Dion & The Belmonts,I Wonder Why,1958,2,47
690,TRMSHWV128F92D2D67,SOFKQOB12A8C142FEB,Norman Greenbaum,Spirit In The Sky,1969,15,3
692,TRMSCCS128F426063D,SOBKPWV12A8AE491A8,Melissa Manchester,Just You And I,2004,9,27
693,TRMSCCU128F425ACEE,SOXQCVW12D021B24C6,Carole King,Nightingale,1974,12,9
696,TRMSQJX12903CB4AE9,SOKYESS12AB018973D,George McCrae,I Can't Leave You Alone,1987,6,50
701,TRMSQVV128F93351D3,SOMDIGQ12AB017BFC0,Stealers Wheel,Stuck In The Middle With You,1973,18,6
708,TRMSIZV128F92F124A,SONPDCY12A58A7EF24,Mark Lindsay,Arizona,1990,16,10
710,TRMSAZU128F428CAF3,SOVWTXI12A8C139065,Los Del Rio,Macarena,1993,21,23
718,TRMSNTE128EF34B962,SOAUDUJ12A6BD546DF,Belouis Some,Imagination,1984,5,88
721,TRMSNOD128F931B359,SONNANS12AB017F757,The Marvelettes,The Hunter Gets Captured By The Game,1967,11,13
724,TRMSLTU128F9313C5E,SODPNYP12A8C1420A5,Jermaine Jackson & Pia Zadora,When The Rain Begins To Fall,1985,11,54
726,TRMSJGQ128F4263CA6,SOVHJAI12AB017FC0D,The Alan Parsons Project,(The System Of) Doctor Tarr And Professor Fether,1987,10,37
727,TRMSVFA128F9320171,SOQUDLO12AB018626F,The Tams,What Kind Of Fool (Do You Think I Am),1963,14,9
730,TRMSOEB128F147517B,SOXNDXG12A6D4F78EB,Yeah Yeah Yeahs,Maps,2003,13,87
734,TRMSKSY128F4277B0F,SOQGQQH12A8C13C7D0,The Delfonics,Somebody Loves You,1969,3,72
736,TRMSKBT12903CAB25A,SOVTWII12AB0182D1E,Newcleus,Jam On It,1984,15,56
740,TRMVGCJ128F4265C20,SOUCAKO12A8C13351A,Bobby Vinton,Tell Me Why,1964,8,13
742,TRMVCSL128F9359C92,SOJGXKR12AB0185889,Johnny Tillotson,Talk Back Trembling Lips,1988,13,7
743,TRMVQLM128F14689D6,SOQUMHB12A6D4F7F48,Little River Band,Cool Change,1979,18,10
744,TRMVIKS128F92D2CA0,SONYAGM12A6D4FA947,The Nashville Teens,Tobacco Road,1964,11,14
748,TRMVPKC128F4279C11,SOVNISX12A8C13683F,Kansas,Carry On Wayward Son,1976,20,11
754,TRMVTWF128F42ACDEC,SOIBLPH12A58A77AC1,Billy Ray Cyrus,Achy Breaky Heart,1992,25,4
755,TRMVUTQ128F4267E5A,SODQDZS12A8C1352B7,Eddie Money,Shakin',1983,9,63
757,TRMVLCU128F425D72C,SOYKUDF12A8AE48B69,Ricky Martin,Livin' La Vida Loca,1999,20,1
759,TRMVEBI128F42B5A07,SOUYZZD12A8C13DDDF,Commodores,Nightshift,1985,22,3
761,TRMVJSM128F42B01CF,SOKWVUA12A8C140581,Heather Headley,In My Mind,2006,15,75
764,TRMVDVE128F4270150,SODSJIX12A8C133EEE,Karla Bonoff,I Can't Hold On,1977,4,76
766,TRMVDVU12903C9FB5D,SOIEZXX12A8C1417DF,Jody Miller,Queen Of The House,1965,9,12
769,TRMVXUR128E0782492,SOAWGYF12A6310E08C,Kate Bush,The Man With The Child In His Eyes,1978,4,85
771,TRMVKSL128F14640E0,SOVJEKI12A6D4F6570,Robert Palmer,Addicted To Love,1985,22,1
772,TRMDWCR128F427F0AD,SOITQAF12A8C138334,Montgomery Gentry,If You Ever Stop Loving Me,2004,20,30
773,TRMDQOY128E078EB4D,SOQKYNS12CF530E4D7,No Doubt,It's My Life,2002,28,10
775,TRMDZKF128F9322A51,SONGKMP12AB0181535,The Rolling Stones,Start Me Up,1981,24,2
777,TRMDZOJ128F92ED44F,SOSDIRV12A8C144D45,Natalie,Goin' Crazy,2005,20,13
778,TRMDNIY128F42AD997,SOEIZLX12A8C138B79,Elvis Presley,Rubberneckin',1970,2,94
779,TRMDLNM128F42722CF,SORFSNG12A8C13593A,Amanda Perez,Angel,2003,20,20
780,TRMDJHR128F92F84FC,SOJCHKR12AB018023B,The Emotions,I Don't Wanna Lose Your Love,1976,6,51
781,TRMDYGQ128F14963D6,SOIIETD12D021943C0,Stevie Wonder,Part-Time Lover,1985,21,1
783,TRMOWVG128F93227EB,SOXWKKU12AB0189024,The Marvelettes,Here I Am Baby,1968,9,44
784,TRMOGBW128F931F046,SOATQGE12A8C138415,Whitney Houston,Miracle,1990,14,9
785,TRMOHXM128F428A1CB,SOSSOEM12A8C1388B9,Skeeter Davis,I'm Saving My Love,1995,7,41
787,TRMOCYS128F4265F7A,SOUPLEW12A58A7BCBB,Brownstone,If You Love Me,1995,27,8
788,TRMOCVO12903CFE1BA,SOFNWCF12AC468848A,Breathe,Don't Tell Me Lies,1988,16,10
789,TRMOCLS128F4282B86,SOVXBTV12A8AE4525E,Journey,Separate Ways (Worlds Apart),1983,17,8
790,TRMORNB128F92EA07D,SOLGYFT12A8C141DA6,Kelly Clarkson,Since U Been Gone,2004,46,2
801,TRMORAR128F1484D0C,SOULIKM12A6D4F9A16,Hank Williams Jr.,Long Gone Lonesome Blues,1990,9,67
802,TRMOFPS128F93173DE,SOWNALB12A58A7932C,Robert Miles,Children,1994,20,21
805,TRMOFIN128F92D2B6E,SOULWUH12A8C144477,The Orlons,Not Me,2005,10,12
807,TRMOAOJ128F92DF888,SONAYRV12A8C142D11,Curtis Stigers,I Wonder Why,1991,20,9
808,TRMOTZJ128F9328101,SOMRPDU12AB0180E92,The Tymes,Somewhere,2005,11,19
812,TRMOSHW128F42666EE,SOLVHBG12A8C133FEC,Mark Chesnutt,She Was,2002,11,62
813,TRMOXQS128F428F0F5,SOYXRBK12CF5827573,Jefferson Airplane,Pretty As You Feel,1971,10,60
815,TRMOYCC128C7196947,SOOJJCT12A6310E1C0,3 Doors Down,Here Without You,2002,51,5
818,TRMOYVY128F42803AA,SOLODRL12CF5F876A8,Cheap Trick,I Want You To Want Me,1977,19,7
823,TRMOYVH128F146289B,SOACBWB12A6D4F8FE8,Daniel Bedingfield,Gotta Get Thru This,2001,21,10
825,TRMOYUZ128F145BE17,SOSBKGW12D02199123,Johnny Burnette,Little Boy Sad,1992,9,17
828,TRMXWXT128F426BF49,SOIDLDZ12A8C13CC4C,Stephanie Mills,Never Knew Love Like This Before,1980,25,6
832,TRMXGDX128F148D076,SOCUQTQ12D02191A8C,Reba McEntire,Till You Love Me,1994,10,78
834,TRMXRZD128F42723F3,SOFQNWM12AB0186B55,Mountain,Mississippi Queen,1970,17,21
841,TRMXBHF12903D00447,SONBHBZ12AB018778C,The Isley Brothers,It's Your Thing,1969,14,2
842,TRMXFJW128F9316809,SOJGEIS12AF729B2F5,Jefferson Airplane,White Rabbit,1967,10,8
846,TRMXQWH128F42987AE,SOCDHGM12A58A78788,Lisa Loeb,Let's Forget About It,1997,7,71
847,TRMXNRT128F92EF271,SOPZVPD12AB017F34C,Rita Coolidge,All Time High,1983,13,36
849,TRMXNCL128F4288A44,SOUKFKV12D021B4675,Juanes,La Camisa Negra,2004,13,89
851,TRMXPBQ128F149661D,SOPBWKZ12A6D4FA754,John Mayall,Don't Waste My Time,1970,3,81
853,TRMXLXD128F932DE3F,SOIHFMU12A58A7B28F,Joe Jones,You Talk Too Much,1991,13,3
854,TRMXLMR128F425B9B1,SOIJAMG12A8AE47E21,Three Days Grace,Home,2003,4,90
855,TRMXJHR128F42B6412,SOCNTXW12A8C140C48,Captain & Tennille,You Need A Woman Tonight,1978,10,40
856,TRMXVAN12903CEF44E,SOIPLXU12AC909722D,Miley Cyrus,Party In The U.S.A.,2009,28,2
857,TRMXKEI128F931F15B,SOXOPZC12D0219A2D2,Brooks & Dunn,You Can't Take The Honky Tonk Out Of The Girl,2003,20,39
859,TRMKMVZ128F426378E,SOSIVNY12A58A7FA6E,Splender,I Think God Can Explain,1999,12,62
861,TRMKWWR12903CD6B87,SOPCRIE12AB0189CB8,The Fortunes,Here It Comes Again,1979,8,27
866,TRMKGUU12903CA6C55,SOEJGOO12A58A7E742,Barry Manilow,Tryin' To Get The Feeling Again,1975,15,10
869,TRMKCCV128F92EB22E,SOFTYAI12A58A79157,David Cook,Light On,2008,20,17
870,TRMKBBR12903CD73C9,SOSEOIT12AF729E892,Johnny Tillotson,Without You,1961,13,7
872,TRMKQTQ128EF355B9D,SOQJKRW12A6D4F50D0,Patti Drew,Hard To Handle,1969,2,93
873,TRMKZNE128F425C29D,SOLZEUF12A8AE454F2,Jefferson Airplane,Watch Her Ride,1967,4,61
874,TRMKLAJ128E0789B7F,SOELNFY12A67020441,Keith Urban,Raining On Sunday,2002,19,38
875,TRMKEXR128F1485D8A,SORFWGQ12A6310D7FD,The Spencer Davis Group,Gimme Some Lovin',1966,13,7
878,TRMKELO128F92FF72A,SOGKIWS12AB017E112,Michael Sembello,Maniac,1983,22,1
883,TRMKOLR128F92FE7E0,SOINTRI12AB0183A90,Sam Cooke,Wonderful World,1960,15,12
884,TRMKXTC128E078EAE0,SOOMEJL12D0219A295,Johnny Cash,Ring Of Fire,1963,13,17
887,TRMKYIS128F422BB25,SOWJTUF12A81C22E74,Brenda Lee,Rockin' Around The Christmas Tree,1958,26,11
890,TRMYWHV12903CA362F,SOIWMVW12AB0186EB1,Bobby Fuller Four,I Fought The Law,1965,11,9
891,TRMYGHX128F42A35E3,SOOYVPB12A8C13E3F4,Lonestar,You Walked In,1997,4,93
892,TRMYGIJ128F426ABFF,SOIJFJG12A8C132230,Journey,Lights,1978,17,68
895,TRMYBYI128F9311F20,SOJVCEG12AB017E4E0,The Shirelles,Foolish Little Girl,1963,14,4
899,TRMYIGS128F92F2D00,SOAGLRE12AB0180E8F,America,Only In Your Heart,1972,5,62
902,TRMYNXB128E07969FC,SOECIJR12A67AE0EA5,Dee Dee Warwick,I Want To Be With You,1967,12,41
903,TRMYTTC128F4298066,SOQXVZI12D021B3CB4,Britney Spears,Sometimes,1999,20,21
906,TRMYTHV128F4280C5D,SOEHTFQ12A58A7AAF6,John Legend,Used To Love U,2004,13,74
911,TRMYLBB128F92F1289,SOHIJEH12A58A778E7,Cornelius Brothers & Sister Rose,Treat Her Like A Lady,1972,18,3
915,TRMYJJZ128F4276FA6,SOLHFRM12A8C1336D2,REO Speedwagon,Ridin' The Storm Out,1973,3,94
918,TRMYJYD12903CBC924,SOTAXIQ12AB018A924,Freddy Cannon,Humdinger,1995,4,59
919,TRMYVAJ128F425EB17,SODJETK12A8AE47B9A,Cheap Trick,If You Want My Love,1991,11,45
920,TRMYDPM128F1451EFE,SOJWUTU12A6D4F89E5,Nirvana,Lithium,1996,9,64
923,TRWMMDX128F1482082,SOISOGI12A6D4F780F,Slim Harpo,Baby Scratch My Back,1971,13,16
925,TRWMHGH128F4291F7C,SOFWKSN12A58A79D55,Don Gibson,Sweet Dreams,1960,4,93
930,TRWMFMK128F424EA34,SORALYQ12A8151BA99,Alicia Keys,If I Ain't Got You,2003,40,4
934,TRWMQOX128F147749D,SOTRSIF12A6D4F8C2D,Parliament,Chocolate City,1975,3,94
935,TRWMAAQ128EF344587,SOWXJVR12A67ADAC58,Sam & Dave,I Thank You,1968,13,9
939,TRWMNMO128F4241958,SOBZZNS12A8AE4593F,The Monkees,Oh My My,1970,2,98
940,TRWMPEH128F426BF8E,SOPPGSY12A8C1326F0,Cheap Trick,The Flame,1988,27,1
941,TRWMUGG128F428A219,SOGRSAP12A8C13B16C,Floyd Cramer,Chattanooga Choo Choo,1965,8,36
942,TRWMLLX128F427E8C9,SOFJJZD12A8C13C7E5,Melissa Etheridge,Angels Would Fall,1999,11,51
943,TRWMELU128C719690F,SOGAHZV12A6310E1AB,U2,Even Better Than The Real Thing,1991,15,32
944,TRWMENZ128F1466CCC,SOYTCAF12A6D4F8049,Blessid Union Of Souls,Let Me Be The One,1995,20,29
945,TRWMSNK128F429489B,SOXIDCX12A8C13BDF3,Meat Loaf,Paradise By The Dashboard Light,1977,10,39
947,TRWMVGD128F4284C78,SODCOLV12A8C132FB0,Martika,Martika's Kitchen,1991,2,93
948,TRWMKEL128F92F142B,SOWWRVY12AB017E388,Edwin Starr,War,1970,15,1
956,TRWMYSH12903CE6DAE,SOUZFJI12AB018C801,The Dramatics,In The Rain,1972,13,5
961,TRWMYWP128F145B056,SODVACS12A6D4F41A4,Jay & The Americans,(He's) Raining In My Sunshine,1990,4,90
962,TRWWQDT128F426EA10,SONMSRY12A8C134854,Babyface,Tender Lover,1989,17,14
964,TRWWIGF128F9308F12,SODZXHN12AB018090D,V V Brown,Shark In The Water,2009,6,67
967,TRWWLZJ128F426A946,SOJVVPZ12A8C134EE0,The Byrds,Goin' Back,1968,3,89
968,TRWWEXE128F92DA614,SONFVKS12A8C145F88,Justin Timberlake,What Goes Around...Comes Around,2007,25,1
976,TRWWJRJ128F421BD07,SOCAAOI12A6D4F9CFB,Musiq,Just Friends (Sunny),2000,20,31
979,TRWWXHN128F426EAA0,SOBFSLR12A8C132F14,The O'Jays,Back Stabbers,1972,15,3
980,TRWWYZJ12903CDA483,SOFPZVC12AB018D74A,Bon Jovi,You Give Love A Bad Name,1986,24,1
982,TRWGMNU128F4285330,SOWBADD12A8C1379FC,The Youngbloods,Get Together,1967,25,5
984,TRWGBXW128F425E1F4,SOBRQFE12A8AE486DF,Barry Manilow,Could It Be Magic,1970,18,6
986,TRWGBUK128F42A7490,SOTEGAF12A8C13EDE3,Mariah Carey,Don't Forget About Us,2005,21,1
991,TRWGTMV128F42639E1,SORCDNB12A8C13825E,Janet Jackson,What Have You Done For Me Lately,1986,21,4
993,TRWGUGT128F92EC3C4,SOWQDUV12A58A7BC26,Jagged Edge,Walked Outta Heaven,2003,27,6
995,TRWGEYM128F933E437,SOOCAUT12AB0183281,Al Green,You Ought To Be With Me,1973,15,3
997,TRWGSBR128EF34DD0B,SOHUAVP12A6BD50521,The Grass Roots,Walking Through The Country,1987,8,44
998,TRWGXSW128F92D7301,SONCYAK12AAF3B49F9,Isaac Hayes,Walk On By,1969,12,30
1001,TRWGKOC128F92CC2F6,SOABSFT12A8C1428D6,Keith Sweat,Something Just Ain't Right,1987,5,79
1002,TRWGKGJ12903CAA753,SOXBWXS12AB0186107,Enuff Z'Nuff,Fly High Michelle,1989,13,47
1003,TRWGKYO128F930112B,SOBBATN12AB0180AC3,Billy Vaughn And His Orchestra,La Paloma,1997,10,26
1004,TRWGYLJ128F92CC96A,SOJWDVX12A8C144C92,Jonas Brothers,Tonight,2008,4,8
1006,TRWHMDF128F4287DCF,SOAVCOX12A8C139B17,Thompson Twins,You Take Me Up,1984,9,44
1009,TRWHGOU128F428D386,SOEGOAB12A8C13BAE4,Cake,Never There,1998,17,78
1010,TRWHRBF128E07832CF,SOEHNCE12A6310EAF0,Eminem,Just Lose It,2004,19,6
1013,TRWHIHH128F931440D,SOYQJZL12A58A7A42E,Michael Jackson,Black Or White,1991,20,1
1016,TRWHTGG128F1457193,SOBBODB12A6D4F69BC,Missing Persons,Words,1982,11,42
1018,TRWHLUW128F932D267,SOHMQVW12AB0181C0B,America,Tin Man,1974,18,4
1020,TRWHXWC128F4295015,SOESHQC12A8C13A4EC,Jim Reeves,The Blizzard,1988,4,62
1021,TRWCHTI128F145622A,SOBEREE12A6D4F5B53,The Moody Blues,Nights In White Satin,1967,18,2
1023,TRWCFMF128F9330DA9,SOOPEEN12AB0188D91,Ray Peterson,Tell Laura I Love Her,1981,14,7
1027,TRWCFQZ12903D0CAF2,SOMYELF12AB017E963,Terry Jacks,Seasons In The Sun,1974,21,1
1028,TRWCQQZ128F92F6543,SOUFWNP12AAF3B334E,Xzibit,What U See Is What U Get,1998,14,50
1029,TRWCZWD128F4276C95,SOSBRUE12A8C1348A0,Mariah Carey,I Don't Wanna Cry,1990,19,1
1030,TRWCPJN128E079372C,SOEGBPA12AB01890FA,Carpenters,I Need To Be In Love,1976,11,25
1032,TRWCLFM128F92C7CD1,SOZDSNK12A8C143C97,Rihanna,Disturbia,2008,37,1
1041,TRWCEXC128F426305D,SOQCAHY12A8C132F1A,Billy Joel,Honesty,1978,11,24
1042,TRWCXQI128F421873E,SOSAFCW12AF72A3484,Dierks Bentley,Free And Easy (Down The Road I Go),2008,20,46
1043,TRWCKKG12903CBEF8C,SOAMNGZ12A6D4F8702,Fragma,Toca's Miracle,2000,99,99
1045,TRWRMBQ128F427927B,SOGTOVY12A8C134B6A,Bon Jovi,Livin' On A Prayer,1986,22,1
1047,TRWRGBT128F427F365,SOQWMRS12A8C135C8F,Janis Joplin,Get It While You Can,1971,2,78
1054,TRWRGYH128F92FC849,SOGUXKE12A8C143ADC,Ram Jam,Black Betty,1977,17,18
1058,TRWRFXC128F427E1FB,SOJQLEH12A8C13DDA7,Gino Vannelli,Living Inside Myself,1980,20,6
1060,TRWRNQQ128F424FDAC,SOKWZZF12A8C133E77,Manu Dibango,Soul Makossa,1972,9,35
1061,TRWRPLT128F92E22DE,SOZKWRO12A8C14236F,Roxy Music,Love Is The Drug,1975,14,30
1064,TRWRUMR12903CCF1A3,SOYVCFW12AB018A4AA,White Lion,Radar Love,1989,13,59
1066,TRWRUHA128F42591E4,SOEXRBK12A8AE47886,Sandy Posey,Born A Woman,1966,14,12
1072,TRWRDVC128F92F5F39,SOQBPES12A8C131B67,Simon & Garfunkel,I Am A Rock,1966,11,3
1074,TRWRDNQ128F42BA407,SOBKVBL12A58A7B576,Gloria Estefan,Heaven's What I Feel,1998,20,27
1075,TRWBWHA128F42B8385,SOHGGPE12A8C14103A,Christina Aguilera,Ain't No Other Man,2006,20,6
1080,TRWBGOG128F4248028,SOYSFLQ12A6D4FB890,The Zombies,She's Not There,1964,15,2
1082,TRWBGEX128E0791CEE,SOLAZNJ12A67020E6A,Jan Bradley,Mama Didn't Lie,1962,14,14
1084,TRWBRHA128F92F4359,SOWMQYO12A8C141FDE,Metro Station,Shake It,2007,30,10
1089,TRWBFGR128F1484D64,SOWKBMP12A6D4F9982,Gwen Guthrie,Ain't Nothin' Goin' On But The Rent,1986,13,42
1092,TRWBFCQ128F92E659C,SOCNPTC12A8C144911,Bruce Springsteen,I'm On Fire,1984,20,6
1094,TRWBZAX128F92FE876,SONCJKM12A58A775D4,The Shirelles,Dedicated To The One I Love,1960,20,3
1099,TRWBISR128F4259FC0,SOTUNHP12A58A7D751,Annie Lennox,Little Bird,1992,12,49
1105,TRWBACU128F428D2A5,SOJBDES12A8C13DE8B,OutKast Featuring Sleepy Brown,The Way You Move,2004,39,1
1106,TRWBAPP128F4291667,SODESHN12A8C13C72D,Mr. Mister,Hunters Of The Night,1998,8,57
1107,TRWBPAV128F930EDF9,SOECHRI12AB017F15B,R. Dean Taylor,Gotta See Jane,1970,4,67
1113,TRWBLSS12903C9F414,SOABQDG12AB018B4BF,Troy Shondell,This Time,1987,13,6
1116,TRWBVNM128F1456B70,SONHAMR12A6D4F3E7B,Steppenwolf,Hey Lawdy Mama,1970,8,35
1118,TRWBOJK128F42675B1,SOGJJUP12A8C1338E8,Electric Light Orchestra,All Over The World,1980,16,13
1119,TRWBONR128F429FC21,SOMYAYY12A8C13E667,Creedence Clearwater Revival,Commotion,1969,8,30
1122,TRWBOLP128E07845A7,SOIMRMO12A6701D901,Lionel Richie,Penny Lover,1983,18,8
1124,TRWBYRN128F426B274,SOBURSE12A8C1324C7,Boz Scaggs,Look What You've Done To Me,1980,17,14
1125,TRWFCBF128F427BDB3,SOPXHJH12A8C138051,Macy Gray,I Try,1999,27,5
1128,TRWFRTH128F42B9C73,SOXKOBC12A8C13F842,Sneaker Pimps,Spin Spin Sugar,1996,13,87
1131,TRWFRAZ128F1463FEA,SOLDWJA12AF72A1908,Bachman-Turner Overdrive,Gimme Your Money Please,1972,5,70
1134,TRWFFRG128F92FE8F3,SOPNQMJ12AB017F56C,Big Bopper,Chantilly Lace,1959,25,6
1137,TRWFPNI128F9343205,SOHIRND12AB0185B2B,R. Kelly,When A Woman's Fed Up,1998,20,22
1139,TRWFPKQ128F93238AA,SORAHXS12AB017EAB9,Sir Mix-A-Lot,Baby Got Back,1991,28,1
1141,TRWFPAG128EF3456DC,SOIYUMO12A67AE0E1B,A*Teens,Dancing Queen,1999,5,95
1142,TRWFJCQ128F4214A7F,SOAVBZS12A6701E706,Ashlee Simpson,La La,2004,5,86
1145,TRWFSKO128F9349220,SOBYDVI12AB018680B,Frankie Avalon,Venus,1959,28,1
1152,TRWFOKY128F4235438,SOASANM12A8AE46957,Cascada,What Hurts The Most,2007,14,52
1158,TRWQGNJ128F1496456,SOHGMUP12A6D4FA2C9,Stevie Wonder,For Once In My Life,1968,14,2
1160,TRWQGLL128F42982E2,SOTVLUK12A8C13B686,Spice Girls,Goodbye,1998,11,11
1162,TRWQBNR128F145FC53,SOHGELM12A6D4F4561,Cameo,You Make Me Work,1998,5,85
1163,TRWQIIS128F146A297,SOWUTPH12A6D4F766A,Heaven 17,Let Me Go,1983,5,74
1165,TRWQIYR12903CAB268,SODWXDS12A58A79BC0,The Shangri-Las,I Can Never Go Home Anymore,1993,11,6
1169,TRWQNDS12903CB318B,SOAMEMR12A6D223C17,Billy Ocean,Love Really Hurts Without You,1975,11,22
1171,TRWQNKI128F145E390,SOGUEHB12A6D4F61B7,Vanessa Williams,Work To Do,1991,11,52
1172,TRWQPZD128F4265354,SOVDZYA12A8C133D20,Alice Cooper,House Of Fire,1989,9,56
1173,TRWQTDK12903CFA07F,SOBACAC12A8C13B8A5,Skeeter Davis,The End Of The World,1963,17,2
1180,TRWQUEV12903CB3AD3,SOKOJQP12AB0189A2C,The Fleetwoods,Come Softly To Me,1959,16,1
1185,TRWQECN128F4291245,SOOVYHV12A8C138EF1,Martina McBride,This One's For The Girls,2003,20,39
1187,TRWQSHI128F428ABD9,SOZFKYW12A8C141CEF,Sylvester,Dance (Disco Heat),1978,18,19
1189,TRWQVKF128F149333D,SOUHAAF12A6D4FA8DB,Third World,Now That We Found Love,1978,8,47
1192,TRWQXMX128F42843EC,SOKXKRA12A8C13910F,Perry Como,Tomboy,1999,9,29
1193,TRWQXAK128E0780DD4,SOUUNTL12D021937DC,Queen,A Kind Of Magic,1986,11,42
1194,TRWQYHS128F934921A,SODCWBQ12AB01867F9,Ritchie Valens,La Bamba,1958,15,22
1200,TRWZWBI128E07942C6,SOILMAD12A6D4F9D4A,The Mamas & The Papas,Dedicated To The One I Love,1967,10,2
1203,TRWZHDH128F9320F7A,SOYUTOS12AB01854FD,Orleans,Still The One,1976,18,5
1204,TRWZQZV128F92E4CB6,SOMTFYY12AB017F313,Eric Carmen,She Did It,1975,16,23
1205,TRWZTDL128F935910A,SOLJDAI12AB0182785,Barbara Fairchild,Teddy Bear Song,1998,19,32
1208,TRWZUZK128F429F0F7,SOTGUIE12A8C1406FA,Thunderclap Newman,Something In The Air,1969,10,37
1210,TRWZSTA128F931F273,SOMXSBG12AB0180573,Rihanna,Russian Roulette,2009,14,9
1216,TRWZSXX12903CC5F18,SOSSLRF12AB01898FF,Clyde McPhatter,A Lover's Question,1958,24,6
1218,TRWZDWZ128F92DE093,SOVVFTX12AAF3B40DD,Kim Weston,Love Me All The Way,1991,5,88
1220,TRWZOBC12903D03A6A,SOXHPKZ12AAF3B1E69,Percy Sledge,When A Man Loves A Woman,1966,13,1
1229,TRWZONW128F92E88D4,SOCRZMQ12A8C141DDE,Johnny Horton,North To Alaska,1960,23,4
1231,TRWZXLX128F42910B1,SOMQSGM12A8C138D1E,Londonbeat,A Better Love,1990,15,18
1232,TRWZYYU128F4261DD2,SOSKQIE12A8C137B9C,'Til Tuesday,(Believed You Were) Lucky,1988,3,95
1233,TRWIGRM12903CC2F32,SOQEJZT12AB018CD69,Bell Biv DeVoe,Poison,1990,22,3
1236,TRWIRTY128F428405C,SOBQYUW12A8C1377C1,Dionne Warwick,No Night So Long,1981,16,23
1237,TRWIUPN128F92D1506,SOVCVJZ12A8C141E56,Bill Black's Combo,Josephine,2001,10,18
1238,TRWIKBF128F92DD506,SOEDXFM12A8C1459E9,James Blunt,Goodbye My Lover,2004,4,66
1239,TRWIYWH128F9319BAA,SODVVHT12AB017E4B5,Neil Sedaka,Let's Go Steady Again,1982,9,26
1240,TRWAMPH128F146723E,SOACCFN12A6D4F677B,George Baker Selection,Paloma Blanca,1988,15,26
1241,TRWAGZW128F4293003,SOCUBBU12A8C1391AF,A Few Good Men,Have I Never,1995,10,76
1242,TRWARRF12903CEFCC9,SOZGAMS12AB0189F1D,Ke$ha,TiK ToK,2009,38,1
1246,TRWAFXO12903CDF975,SOJRBZX12AB017D20E,The Fortunes,Here Comes That Rainy Day Feeling Again,1979,14,15
1252,TRWAZUK128F4277368,SOMDKBT12A8C134151,Janis Joplin,Me And Bobby McGee,1971,15,1
1254,TRWAIKG128F933E81B,SOCUOES12AB01870F0,Little Richard,Baby Face,1958,10,41
1258,TRWAAFC12903CC66CB,SOWSPRV12A8C14184B,The Delfonics,He Don't Really Love You,2005,4,92
